gene,MitoPathways,Symbol,GeneSymbol,Gene Symbol,Pathways
TBRG1,,TBRG1,TBRG1,TBRG1,
PLXDC2,,PLXDC2,PLXDC2,PLXDC2,
NFATC2IP,,NFATC2IP,NFATC2IP,NFATC2IP,
ZNF382,,ZNF382,ZNF382,ZNF382,
SLC35B4,,SLC35B4,SLC35B4,SLC35B4,
ALG10,,ALG10,ALG10,ALG10,
FIZ1,,FIZ1,FIZ1,FIZ1,
ZNF566,,ZNF566,ZNF566,ZNF566,
FIBCD1,,FIBCD1,FIBCD1,FIBCD1,
ZFYVE19,,ZFYVE19,ZFYVE19,ZFYVE19,
ATG4C,,ATG4C,ATG4C,ATG4C,
LTV1,,LTV1,LTV1,LTV1,
PRPF38A,,PRPF38A,PRPF38A,PRPF38A,
CGNL1,,CGNL1,CGNL1,CGNL1,
RELT,,RELT,RELT,RELT,
SYTL1,,SYTL1,SYTL1,SYTL1,
IGSF21,,IGSF21,IGSF21,IGSF21,
DISP1,,DISP1,DISP1,DISP1,
CEP19,,CEP19,CEP19,CEP19,
RBM17,,RBM17,RBM17,RBM17,
ZCCHC3,,ZCCHC3,ZCCHC3,ZCCHC3,
STRIP1,,STRIP1,STRIP1,STRIP1,
TUBGCP6,,TUBGCP6,TUBGCP6,TUBGCP6,
EAF1,,EAF1,EAF1,EAF1,
KNDC1,,KNDC1,KNDC1,KNDC1,
ZFHX2,,ZFHX2,ZFHX2,ZFHX2,
KIAA1755,,KIAA1755,KIAA1755,KIAA1755,
TSPYL5,,TSPYL5,TSPYL5,TSPYL5,
DIXDC1,,DIXDC1,DIXDC1,DIXDC1,
ZC3H12C,,ZC3H12C,ZC3H12C,ZC3H12C,
TSLP,,TSLP,TSLP,TSLP,
SCRT2,,SCRT2,SCRT2,SCRT2,
MBD3L1,,MBD3L1,MBD3L1,MBD3L1,
GALP,,GALP,GALP,GALP,
RRP36,,RRP36,RRP36,RRP36,
UMODL1,,UMODL1,UMODL1,UMODL1,
SERPINB12,,SERPINB12,SERPINB12,SERPINB12,
SERPINB11,,SERPINB11,SERPINB11,SERPINB11,
WNT3A,,WNT3A,WNT3A,WNT3A,
LMLN,,LMLN,LMLN,LMLN,
SIGLEC10,,SIGLEC10,SIGLEC10,SIGLEC10,
KLHL6,,KLHL6,KLHL6,KLHL6,
SEC16B,,SEC16B,SEC16B,SEC16B,
PLCZ1,,PLCZ1,PLCZ1,PLCZ1,
SLAMF9,,SLAMF9,SLAMF9,SLAMF9,
ZNF628,,ZNF628,ZNF628,ZNF628,
BMERB1,,BMERB1,BMERB1,BMERB1,
PAPLN,,PAPLN,PAPLN,PAPLN,
DPH6,,DPH6,DPH6,DPH6,
CCDC120,,CCDC120,CCDC120,CCDC120,
TSR2,,TSR2,TSR2,TSR2,
BTBD6,,BTBD6,BTBD6,BTBD6,
FRMD7,,FRMD7,FRMD7,FRMD7,
EMILIN3,,EMILIN3,EMILIN3,EMILIN3,
SYS1,,SYS1,SYS1,SYS1,
WFDC8,,WFDC8,WFDC8,WFDC8,
ZSWIM1,,ZSWIM1,ZSWIM1,ZSWIM1,
UCN2,,UCN2,UCN2,UCN2,
UNC5A,,UNC5A,UNC5A,UNC5A,
MACIR,,MACIR,MACIR,MACIR,
FAM110B,,FAM110B,FAM110B,FAM110B,
SAMD1,,SAMD1,SAMD1,SAMD1,
TMEM41A,,TMEM41A,TMEM41A,TMEM41A,
ZNF622,,ZNF622,ZNF622,ZNF622,
SCRN2,,SCRN2,SCRN2,SCRN2,
DUOXA1,,DUOXA1,DUOXA1,DUOXA1,
STPG1,,STPG1,STPG1,STPG1,
N4BP2L1,,N4BP2L1,N4BP2L1,N4BP2L1,
ZFAND2A,,ZFAND2A,ZFAND2A,ZFAND2A,
CCDC126,,CCDC126,CCDC126,CCDC126,
TCEAL8,,TCEAL8,TCEAL8,TCEAL8,
ZNF697,,ZNF697,ZNF697,ZNF697,
ESAM,,ESAM,ESAM,ESAM,
ZNF251,,ZNF251,ZNF251,ZNF251,
SCARF2,,SCARF2,SCARF2,SCARF2,
SLC39A13,,SLC39A13,SLC39A13,SLC39A13,
MSANTD3,,MSANTD3,MSANTD3,MSANTD3,
R3HDM4,,R3HDM4,R3HDM4,R3HDM4,
DERL3,,DERL3,DERL3,DERL3,
CDKN2AIPNL,,CDKN2AIPNL,CDKN2AIPNL,CDKN2AIPNL,
ISX,,ISX,ISX,ISX,
PCED1B,,PCED1B,PCED1B,PCED1B,
BOC,,BOC,BOC,BOC,
NLRP12,,NLRP12,NLRP12,NLRP12,
SYT12,,SYT12,SYT12,SYT12,
CENPL,,CENPL,CENPL,CENPL,
YTHDC1,,YTHDC1,YTHDC1,YTHDC1,
MIDEAS,,MIDEAS,MIDEAS,MIDEAS,
NXPE3,,NXPE3,NXPE3,NXPE3,
CHRDL1,,CHRDL1,CHRDL1,CHRDL1,
RFT1,,RFT1,RFT1,RFT1,
TIMD4,,TIMD4,TIMD4,TIMD4,
ARRDC4,,ARRDC4,ARRDC4,ARRDC4,
COG7,,COG7,COG7,COG7,
MYOZ3,,MYOZ3,MYOZ3,MYOZ3,
CCNQ,,CCNQ,CCNQ,CCNQ,
SNX29,,SNX29,SNX29,SNX29,
INTS4,,INTS4,INTS4,INTS4,
DSEL,,DSEL,DSEL,DSEL,
RIPPLY1,,RIPPLY1,RIPPLY1,RIPPLY1,
UBTD2,,UBTD2,UBTD2,UBTD2,
CDHR1,,CDHR1,CDHR1,CDHR1,
RCSD1,,RCSD1,RCSD1,RCSD1,
LMBRD2,,LMBRD2,LMBRD2,LMBRD2,
CAPN13,,CAPN13,CAPN13,CAPN13,
NAF1,,NAF1,NAF1,NAF1,
G6PC3,,G6PC3,G6PC3,G6PC3,
ZNF764,,ZNF764,ZNF764,ZNF764,
MOB1B,,MOB1B,MOB1B,MOB1B,
FAM114A1,,FAM114A1,FAM114A1,FAM114A1,
ARRDC1,,ARRDC1,ARRDC1,ARRDC1,
DNER,,DNER,DNER,DNER,
SLC38A5,,SLC38A5,SLC38A5,SLC38A5,
BPIFB1,,BPIFB1,BPIFB1,BPIFB1,
DRC1,,DRC1,DRC1,DRC1,
H2AW,,H2AW,H2AW,H2AW,
UBE2Q2,,UBE2Q2,UBE2Q2,UBE2Q2,
ADAMTSL1,,ADAMTSL1,ADAMTSL1,ADAMTSL1,
ZBTB47,,ZBTB47,ZBTB47,ZBTB47,
B3GNT7,,B3GNT7,B3GNT7,B3GNT7,
NT5C1B,,NT5C1B,NT5C1B,NT5C1B,
NAPRT,,NAPRT,NAPRT,NAPRT,
KCNG4,,KCNG4,KCNG4,KCNG4,
ORAI3,,ORAI3,ORAI3,ORAI3,
PRDM6,,PRDM6,PRDM6,PRDM6,
PIGM,,PIGM,PIGM,PIGM,
IGSF8,,IGSF8,IGSF8,IGSF8,
PGAP3,,PGAP3,PGAP3,PGAP3,
LEMD1,,LEMD1,LEMD1,LEMD1,
SP140L,,SP140L,SP140L,SP140L,
SYCE1,,SYCE1,SYCE1,SYCE1,
MRFAP1,,MRFAP1,MRFAP1,MRFAP1,
TADA2B,,TADA2B,TADA2B,TADA2B,
TJAP1,,TJAP1,TJAP1,TJAP1,
CAPZA3,,CAPZA3,CAPZA3,CAPZA3,
ACTR8,,ACTR8,ACTR8,ACTR8,
CLEC6A,,CLEC6A,CLEC6A,CLEC6A,
FOXP2,,FOXP2,FOXP2,FOXP2,
CAMK2N2,,CAMK2N2,CAMK2N2,CAMK2N2,
SYAP1,,SYAP1,SYAP1,SYAP1,
ORMDL1,,ORMDL1,ORMDL1,ORMDL1,
SYTL3,,SYTL3,SYTL3,SYTL3,
SYTL5,,SYTL5,SYTL5,SYTL5,
OPN4,,OPN4,OPN4,OPN4,
FOXQ1,,FOXQ1,FOXQ1,FOXQ1,
TP53INP1,,TP53INP1,TP53INP1,TP53INP1,
EGLN2,,EGLN2,EGLN2,EGLN2,
EGLN3,,EGLN3,EGLN3,EGLN3,
GTF3C6,,GTF3C6,GTF3C6,GTF3C6,
RWDD2A,,RWDD2A,RWDD2A,RWDD2A,
FAM71E1,,FAM71E1,FAM71E1,FAM71E1,
IL17F,,IL17F,IL17F,IL17F,
IFT43,,IFT43,IFT43,IFT43,
SGF29,,SGF29,SGF29,SGF29,
VPS26B,,VPS26B,VPS26B,VPS26B,
NACC1,,NACC1,NACC1,NACC1,
PTH2,,PTH2,PTH2,PTH2,
SCAMP4,,SCAMP4,SCAMP4,SCAMP4,
TMEM106A,,TMEM106A,TMEM106A,TMEM106A,
SLC52A3,,SLC52A3,SLC52A3,SLC52A3,
SFT2D1,,SFT2D1,SFT2D1,SFT2D1,
TEX261,,TEX261,TEX261,TEX261,
PIK3IP1,,PIK3IP1,PIK3IP1,PIK3IP1,
SLC35A4,,SLC35A4,SLC35A4,SLC35A4,
UCN3,,UCN3,UCN3,UCN3,
PALM2,,PALM2,PALM2,PALM2,
NLRP3,,NLRP3,NLRP3,NLRP3,
MAL2,,MAL2,MAL2,MAL2,
PGLYRP2,,PGLYRP2,PGLYRP2,PGLYRP2,
PGLYRP3,,PGLYRP3,PGLYRP3,PGLYRP3,
PKD1L2,,PKD1L2,PKD1L2,PKD1L2,
BTBD9,,BTBD9,BTBD9,BTBD9,
XKR4,,XKR4,XKR4,XKR4,
CSMD3,,CSMD3,CSMD3,CSMD3,
TUBGCP5,,TUBGCP5,TUBGCP5,TUBGCP5,
FMNL2,,FMNL2,FMNL2,FMNL2,
ESCO1,,ESCO1,ESCO1,ESCO1,
CCDC85A,,CCDC85A,CCDC85A,CCDC85A,
MYSM1,,MYSM1,MYSM1,MYSM1,
GALNT13,,GALNT13,GALNT13,GALNT13,
SORCS1,,SORCS1,SORCS1,SORCS1,
KLHL29,,KLHL29,KLHL29,KLHL29,
LENG8,,LENG8,LENG8,LENG8,
PNMA5,,PNMA5,PNMA5,PNMA5,
PWWP2A,,PWWP2A,PWWP2A,PWWP2A,
SMYD4,,SMYD4,SMYD4,SMYD4,
SLAMF6,,SLAMF6,SLAMF6,SLAMF6,
C1QTNF1,,C1QTNF1,C1QTNF1,C1QTNF1,
C1QTNF2,,C1QTNF2,C1QTNF2,C1QTNF2,
C1QTNF5,,C1QTNF5,C1QTNF5,C1QTNF5,
C1QTNF6,,C1QTNF6,C1QTNF6,C1QTNF6,
C1QTNF7,,C1QTNF7,C1QTNF7,C1QTNF7,
GPRASP2,,GPRASP2,GPRASP2,GPRASP2,
SLC26A9,,SLC26A9,SLC26A9,SLC26A9,
SLC26A7,,SLC26A7,SLC26A7,SLC26A7,
ATG4A,,ATG4A,ATG4A,ATG4A,
FCRL1,,FCRL1,FCRL1,FCRL1,
GBP4,,GBP4,GBP4,GBP4,
GBP5,,GBP5,GBP5,GBP5,
FCHO2,,FCHO2,FCHO2,FCHO2,
KIR3DL3,,KIR3DL3,KIR3DL3,KIR3DL3,
IQCD,,IQCD,IQCD,IQCD,
CTHRC1,,CTHRC1,CTHRC1,CTHRC1,
ZNF653,,ZNF653,ZNF653,ZNF653,
OSR2,,OSR2,OSR2,OSR2,
ZNF526,,ZNF526,ZNF526,ZNF526,
TGM7,,TGM7,TGM7,TGM7,
TM4SF19,,TM4SF19,TM4SF19,TM4SF19,
ZMYND19,,ZMYND19,ZMYND19,ZMYND19,
MOGAT1,,MOGAT1,MOGAT1,MOGAT1,
PANX3,,PANX3,PANX3,PANX3,
IL22RA2,,IL22RA2,IL22RA2,IL22RA2,
GRIN3A,,GRIN3A,GRIN3A,GRIN3A,
GRIN3B,,GRIN3B,GRIN3B,GRIN3B,
MRGPRD,,MRGPRD,MRGPRD,MRGPRD,
APOA5,,APOA5,APOA5,APOA5,
MRGPRE,,MRGPRE,MRGPRE,MRGPRE,
MRGPRF,,MRGPRF,MRGPRF,MRGPRF,
LEAP2,,LEAP2,LEAP2,LEAP2,
MED12L,,MED12L,MED12L,MED12L,
ART5,,ART5,ART5,ART5,
TADA1,,TADA1,TADA1,TADA1,
CATSPER1,,CATSPER1,CATSPER1,CATSPER1,
CATSPER2,,CATSPER2,CATSPER2,CATSPER2,
SCGB3A2,,SCGB3A2,SCGB3A2,SCGB3A2,
WFIKKN1,,WFIKKN1,WFIKKN1,WFIKKN1,
RAB3IP,,RAB3IP,RAB3IP,RAB3IP,
SSX2IP,,SSX2IP,SSX2IP,SSX2IP,
MRGPRX2,,MRGPRX2,MRGPRX2,MRGPRX2,
MRGPRX3,,MRGPRX3,MRGPRX3,MRGPRX3,
PLAAT5,,PLAAT5,PLAAT5,PLAAT5,
GALNT15,,GALNT15,GALNT15,GALNT15,
IP6K3,,IP6K3,IP6K3,IP6K3,
DEFB118,,DEFB118,DEFB118,DEFB118,
TMC2,,TMC2,TMC2,TMC2,
RLN3,,RLN3,RLN3,RLN3,
ZNF354B,,ZNF354B,ZNF354B,ZNF354B,
ANTXR2,,ANTXR2,ANTXR2,ANTXR2,
C10ORF90,,C10ORF90,C10ORF90,C10ORF90,
FAM24A,,FAM24A,FAM24A,FAM24A,
ZNF488,,ZNF488,ZNF488,ZNF488,
MORN4,,MORN4,MORN4,MORN4,
MMP21,,MMP21,MMP21,MMP21,
CLRN3,,CLRN3,CLRN3,CLRN3,
OR52E2,,OR52E2,OR52E2,OR52E2,
OR52J3,,OR52J3,OR52J3,OR52J3,
OR51A7,,OR51A7,OR51A7,OR51A7,
OR51S1,,OR51S1,OR51S1,OR51S1,
OR51F2,,OR51F2,OR51F2,OR51F2,
OR52R1,,OR52R1,OR52R1,OR52R1,
OR4C46,,OR4C46,OR4C46,OR4C46,
OR4X2,,OR4X2,OR4X2,OR4X2,
OR4B1,,OR4B1,OR4B1,OR4B1,
OR52M1,,OR52M1,OR52M1,OR52M1,
OR5P2,,OR5P2,OR5P2,OR5P2,
OR5P3,,OR5P3,OR5P3,OR5P3,
LARGE2,,LARGE2,LARGE2,LARGE2,
SLC36A4,,SLC36A4,SLC36A4,SLC36A4,
DBX1,,DBX1,DBX1,DBX1,
PIH1D2,,PIH1D2,PIH1D2,PIH1D2,
JAML,,JAML,JAML,JAML,
OR8I2,,OR8I2,OR8I2,OR8I2,
OR2D3,,OR2D3,OR2D3,OR2D3,
OR2D2,,OR2D2,OR2D2,OR2D2,
OR52W1,,OR52W1,OR52W1,OR52W1,
OR56A4,,OR56A4,OR56A4,OR56A4,
OR2AP1,,OR2AP1,OR2AP1,OR2AP1,
OR10P1,,OR10P1,OR10P1,OR10P1,
ZNF641,,ZNF641,ZNF641,ZNF641,
OR10AD1,,OR10AD1,OR10AD1,OR10AD1,
GTSF1,,GTSF1,GTSF1,GTSF1,
H4-16,,H4-16,H4-16,H4-16,
SPIC,,SPIC,SPIC,SPIC,
ANO4,,ANO4,ANO4,ANO4,
FOXN4,,FOXN4,FOXN4,FOXN4,
SPPL3,,SPPL3,SPPL3,SPPL3,
RNASE11,,RNASE11,RNASE11,RNASE11,
TPPP2,,TPPP2,TPPP2,TPPP2,
OR4L1,,OR4L1,OR4L1,OR4L1,
OR11H6,,OR11H6,OR11H6,OR11H6,
KLHDC1,,KLHDC1,KLHDC1,KLHDC1,
NAA30,,NAA30,NAA30,NAA30,
GPHB5,,GPHB5,GPHB5,GPHB5,
TC2N,,TC2N,TC2N,TC2N,
KLHL33,,KLHL33,KLHL33,KLHL33,
LEO1,,LEO1,LEO1,LEO1,
SENP8,,SENP8,SENP8,SENP8,
SLC51B,,SLC51B,SLC51B,SLC51B,
PLA2G4E,,PLA2G4E,PLA2G4E,PLA2G4E,
DCUN1D3,,DCUN1D3,DCUN1D3,DCUN1D3,
CMTM3,,CMTM3,CMTM3,CMTM3,
CCDC78,,CCDC78,CCDC78,CCDC78,
GPR139,,GPR139,GPR139,GPR139,
SNX20,,SNX20,SNX20,SNX20,
METTL23,,METTL23,METTL23,METTL23,
OR4D2,,OR4D2,OR4D2,OR4D2,
SLC38A10,,SLC38A10,SLC38A10,SLC38A10,
CANT1,,CANT1,CANT1,CANT1,
CD300LB,,CD300LB,CD300LB,CD300LB,
C17ORF64,,C17ORF64,C17ORF64,C17ORF64,
HEXIM2,,HEXIM2,HEXIM2,HEXIM2,
CNTD1,,CNTD1,CNTD1,CNTD1,
WFIKKN2,,WFIKKN2,WFIKKN2,WFIKKN2,
B4GALNT2,,B4GALNT2,B4GALNT2,B4GALNT2,
SEZ6,,SEZ6,SEZ6,SEZ6,
ZFP3,,ZFP3,ZFP3,ZFP3,
GGT6,,GGT6,GGT6,GGT6,
GJD3,,GJD3,GJD3,GJD3,
KRT222,,KRT222,KRT222,KRT222,
KRT40,,KRT40,KRT40,KRT40,
INO80C,,INO80C,INO80C,INO80C,
CLDND2,,CLDND2,CLDND2,CLDND2,
OR7D4,,OR7D4,OR7D4,OR7D4,
OR7G1,,OR7G1,OR7G1,OR7G1,
OR1M1,,OR1M1,OR1M1,OR1M1,
CALR3,,CALR3,CALR3,CALR3,
ACER1,,ACER1,ACER1,ACER1,
PCP2,,PCP2,PCP2,PCP2,
JOSD2,,JOSD2,JOSD2,JOSD2,
NTN5,,NTN5,NTN5,NTN5,
NLRP5,,NLRP5,NLRP5,NLRP5,
ZNF787,,ZNF787,ZNF787,ZNF787,
TNFAIP8L1,,TNFAIP8L1,TNFAIP8L1,TNFAIP8L1,
MOB3A,,MOB3A,MOB3A,MOB3A,
MISP,,MISP,MISP,MISP,
OR1I1,,OR1I1,OR1I1,OR1I1,
NR2C2AP,,NR2C2AP,NR2C2AP,NR2C2AP,
RINL,,RINL,RINL,RINL,
OR10H4,,OR10H4,OR10H4,OR10H4,
C2CD4C,,C2CD4C,C2CD4C,C2CD4C,
TCHHL1,,TCHHL1,TCHHL1,TCHHL1,
RPTN,,RPTN,RPTN,RPTN,
IFFO2,,IFFO2,IFFO2,IFFO2,
OR2M3,,OR2M3,OR2M3,OR2M3,
OR14C36,,OR14C36,OR14C36,OR14C36,
OR2T4,,OR2T4,OR2T4,OR2T4,
MYOM3,,MYOM3,MYOM3,MYOM3,
DMBX1,,DMBX1,DMBX1,DMBX1,
OR10J5,,OR10J5,OR10J5,OR10J5,
GJB4,,GJB4,GJB4,GJB4,
A3GALT2,,A3GALT2,A3GALT2,A3GALT2,
OR2B11,,OR2B11,OR2B11,OR2B11,
ZNF648,,ZNF648,ZNF648,ZNF648,
UBXN10,,UBXN10,UBXN10,UBXN10,
GOLT1A,,GOLT1A,GOLT1A,GOLT1A,
EDARADD,,EDARADD,EDARADD,EDARADD,
KLF17,,KLF17,KLF17,KLF17,
IQGAP3,,IQGAP3,IQGAP3,IQGAP3,
DRAM2,,DRAM2,DRAM2,DRAM2,
OR6P1,,OR6P1,OR6P1,OR6P1,
OR10X1,,OR10X1,OR10X1,OR10X1,
OR10Z1,,OR10Z1,OR10Z1,OR10Z1,
OR6K6,,OR6K6,OR6K6,OR6K6,
OR6N1,,OR6N1,OR6N1,OR6N1,
VSTM2L,,VSTM2L,VSTM2L,VSTM2L,
WFDC12,,WFDC12,WFDC12,WFDC12,
ZNF831,,ZNF831,ZNF831,ZNF831,
PROKR2,,PROKR2,PROKR2,PROKR2,
CSTL1,,CSTL1,CSTL1,CSTL1,
CST9L,,CST9L,CST9L,CST9L,
BPIFB6,,BPIFB6,BPIFB6,BPIFB6,
BPIFA3,,BPIFA3,BPIFA3,BPIFA3,
FAM83C,,FAM83C,FAM83C,FAM83C,
EMID1,,EMID1,EMID1,EMID1,
NUP35,,NUP35,NUP35,NUP35,
TYW5,,TYW5,TYW5,TYW5,
MBOAT2,,MBOAT2,MBOAT2,MBOAT2,
CNTNAP5,,CNTNAP5,CNTNAP5,CNTNAP5,
TAF8,,TAF8,TAF8,TAF8,
TMEM18,,TMEM18,TMEM18,TMEM18,
FBLN7,,FBLN7,FBLN7,FBLN7,
ACMSD,,ACMSD,ACMSD,ACMSD,
ICA1L,,ICA1L,ICA1L,ICA1L,
FAM168B,,FAM168B,FAM168B,FAM168B,
OR9A4,,OR9A4,OR9A4,OR9A4,
REG3G,,REG3G,REG3G,REG3G,
C2ORF76,,C2ORF76,C2ORF76,C2ORF76,
OSR1,,OSR1,OSR1,OSR1,
KCTD18,,KCTD18,KCTD18,KCTD18,
ZNF513,,ZNF513,ZNF513,ZNF513,
LYPD6,,LYPD6,LYPD6,LYPD6,
TMEM198,,TMEM198,TMEM198,TMEM198,
ZFAND2B,,ZFAND2B,ZFAND2B,ZFAND2B,
TMEM178A,,TMEM178A,TMEM178A,TMEM178A,
TMEM182,,TMEM182,TMEM182,TMEM182,
CPNE4,,CPNE4,CPNE4,CPNE4,
KCNH8,,KCNH8,KCNH8,KCNH8,
OTOL1,,OTOL1,OTOL1,OTOL1,
ZPLD1,,ZPLD1,ZPLD1,ZPLD1,
LYZL4,,LYZL4,LYZL4,LYZL4,
KLHL40,,KLHL40,KLHL40,KLHL40,
CD200R1,,CD200R1,CD200R1,CD200R1,
ZDHHC19,,ZDHHC19,ZDHHC19,ZDHHC19,
FAM43A,,FAM43A,FAM43A,FAM43A,
IQCF1,,IQCF1,IQCF1,IQCF1,
SYNPR,,SYNPR,SYNPR,SYNPR,
H1-8,,H1-8,H1-8,H1-8,
ZFP42,,ZFP42,ZFP42,ZFP42,
LIN54,,LIN54,LIN54,LIN54,
GNPDA2,,GNPDA2,GNPDA2,GNPDA2,
SPATA4,,SPATA4,SPATA4,SPATA4,
EVC2,,EVC2,EVC2,EVC2,
ARL9,,ARL9,ARL9,ARL9,
PDCL2,,PDCL2,PDCL2,PDCL2,
TRAM1L1,,TRAM1L1,TRAM1L1,TRAM1L1,
ENPP6,,ENPP6,ENPP6,ENPP6,
IL31RA,,IL31RA,IL31RA,IL31RA,
EGFLAM,,EGFLAM,EGFLAM,EGFLAM,
PRRC1,,PRRC1,PRRC1,PRRC1,
OR2Y1,,OR2Y1,OR2Y1,OR2Y1,
UBE2QL1,,UBE2QL1,UBE2QL1,UBE2QL1,
TMEM174,,TMEM174,TMEM174,TMEM174,
GPR151,,GPR151,GPR151,GPR151,
SHROOM1,,SHROOM1,SHROOM1,SHROOM1,
RIPPLY2,,RIPPLY2,RIPPLY2,RIPPLY2,
IRAK1BP1,,IRAK1BP1,IRAK1BP1,IRAK1BP1,
TAAR9,,TAAR9,TAAR9,TAAR9,
TAAR1,,TAAR1,TAAR1,TAAR1,
B3GAT2,,B3GAT2,B3GAT2,B3GAT2,
NOBOX,,NOBOX,NOBOX,NOBOX,
OR2A14,,OR2A14,OR2A14,OR2A14,
OR6B1,,OR6B1,OR6B1,OR6B1,
ZNF786,,ZNF786,ZNF786,ZNF786,
COL26A1,,COL26A1,COL26A1,COL26A1,
KLF14,,KLF14,KLF14,KLF14,
SSC4D,,SSC4D,SSC4D,SSC4D,
CLDN23,,CLDN23,CLDN23,CLDN23,
LYPD2,,LYPD2,LYPD2,LYPD2,
NKX2-6,,NKX2-6,NKX2-6,NKX2-6,
SGCZ,,SGCZ,SGCZ,SGCZ,
UBXN2B,,UBXN2B,UBXN2B,UBXN2B,
UNC5D,,UNC5D,UNC5D,UNC5D,
RNF183,,RNF183,RNF183,RNF183,
CARNMT1,,CARNMT1,CARNMT1,CARNMT1,
ARID3C,,ARID3C,ARID3C,ARID3C,
OR13C8,,OR13C8,OR13C8,OR13C8,
OR13C3,,OR13C3,OR13C3,OR13C3,
OR13F1,,OR13F1,OR13F1,OR13F1,
OR1L8,,OR1L8,OR1L8,OR1L8,
OR1N2,,OR1N2,OR1N2,OR1N2,
OR1N1,,OR1N1,OR1N1,OR1N1,
DNAAF6,,DNAAF6,DNAAF6,DNAAF6,
PWWP3B,,PWWP3B,PWWP3B,PWWP3B,
AMER1,,AMER1,AMER1,AMER1,
HDX,,HDX,HDX,HDX,
OTUD6A,,OTUD6A,OTUD6A,OTUD6A,
MAGEE2,,MAGEE2,MAGEE2,MAGEE2,
MAGEB16,,MAGEB16,MAGEB16,MAGEB16,
FOXR2,,FOXR2,FOXR2,FOXR2,
ZFP92,,ZFP92,ZFP92,ZFP92,
GPR119,,GPR119,GPR119,GPR119,
SPIN4,,SPIN4,SPIN4,SPIN4,
ZNF358,,ZNF358,ZNF358,ZNF358,
CHODL,,CHODL,CHODL,CHODL,
SELENOM,,SELENOM,SELENOM,SELENOM,
ZFP28,,ZFP28,ZFP28,ZFP28,
ACTRT2,,ACTRT2,ACTRT2,ACTRT2,
GATA5,,GATA5,GATA5,GATA5,
BPIFA2,,BPIFA2,BPIFA2,BPIFA2,
ZBTB46,,ZBTB46,ZBTB46,ZBTB46,
GCNT7,,GCNT7,GCNT7,GCNT7,
CBLN4,,CBLN4,CBLN4,CBLN4,
RIMS4,,RIMS4,RIMS4,RIMS4,
SUN5,,SUN5,SUN5,SUN5,
MACROD2,,MACROD2,MACROD2,MACROD2,
UBE2F,,UBE2F,UBE2F,UBE2F,
ADAMTS14,,ADAMTS14,ADAMTS14,ADAMTS14,
TRPM6,,TRPM6,TRPM6,TRPM6,
ZSWIM3,,ZSWIM3,ZSWIM3,ZSWIM3,
WFDC10A,,WFDC10A,WFDC10A,WFDC10A,
BANF2,,BANF2,BANF2,BANF2,
NANP,,NANP,NANP,NANP,
ISM1,,ISM1,ISM1,ISM1,
CST11,,CST11,CST11,CST11,
DEFB129,,DEFB129,DEFB129,DEFB129,
RBBP8NL,,RBBP8NL,RBBP8NL,RBBP8NL,
CNBD2,,CNBD2,CNBD2,CNBD2,
R3HDML,,R3HDML,R3HDML,R3HDML,
SAMD8,,SAMD8,SAMD8,SAMD8,
VTI1A,,VTI1A,VTI1A,VTI1A,
HECTD2,,HECTD2,HECTD2,HECTD2,
FGFBP3,,FGFBP3,FGFBP3,FGFBP3,
CACUL1,,CACUL1,CACUL1,CACUL1,
OR52B4,,OR52B4,OR52B4,OR52B4,
OR51E1,,OR51E1,OR51E1,OR51E1,
KBTBD3,,KBTBD3,KBTBD3,KBTBD3,
CWF19L2,,CWF19L2,CWF19L2,CWF19L2,
POGLUT3,,POGLUT3,POGLUT3,POGLUT3,
SPTY2D1,,SPTY2D1,SPTY2D1,SPTY2D1,
OR10A5,,OR10A5,OR10A5,OR10A5,
OR2AG1,,OR2AG1,OR2AG1,OR2AG1,
AMDHD1,,AMDHD1,AMDHD1,AMDHD1,
BCDIN3D,,BCDIN3D,BCDIN3D,BCDIN3D,
GLIPR1L2,,GLIPR1L2,GLIPR1L2,GLIPR1L2,
ZNF664,,ZNF664,ZNF664,ZNF664,
E2F7,,E2F7,E2F7,E2F7,
KRT80,,KRT80,KRT80,KRT80,
RAD9B,,RAD9B,RAD9B,RAD9B,
B3GLCT,,B3GLCT,B3GLCT,B3GLCT,
GSC,,GSC,GSC,GSC,
SERPINA12,,SERPINA12,SERPINA12,SERPINA12,
SLC38A6,,SLC38A6,SLC38A6,SLC38A6,
PGPEP1L,,PGPEP1L,PGPEP1L,PGPEP1L,
HAPLN3,,HAPLN3,HAPLN3,HAPLN3,
SLC38A8,,SLC38A8,SLC38A8,SLC38A8,
VWA3A,,VWA3A,VWA3A,VWA3A,
ZFP90,,ZFP90,ZFP90,ZFP90,
KCTD19,,KCTD19,KCTD19,KCTD19,
CMTM4,,CMTM4,CMTM4,CMTM4,
FBXL16,,FBXL16,FBXL16,FBXL16,
GSG1L,,GSG1L,GSG1L,GSG1L,
IL34,,IL34,IL34,IL34,
ZNF597,,ZNF597,ZNF597,ZNF597,
TMED6,,TMED6,TMED6,TMED6,
C16ORF89,,C16ORF89,C16ORF89,C16ORF89,
CD300LF,,CD300LF,CD300LF,CD300LF,
PIK3R6,,PIK3R6,PIK3R6,PIK3R6,
SLFN13,,SLFN13,SLFN13,SLFN13,
RUNDC1,,RUNDC1,RUNDC1,RUNDC1,
EME1,,EME1,EME1,EME1,
TMEM199,,TMEM199,TMEM199,TMEM199,
KCTD11,,KCTD11,KCTD11,KCTD11,
